tag 0 x,tag 0 y,tag 0 z,tag 0 rx,tag 0 ry,tag 0 rz
70.29346188825623,34.413121567567856,738.1052725451734,1.2181722106590511,2.546885242792901,2.7541267755902292
70.29369234188505,34.413275482192205,738.1053070616088,1.2192808504155945,2.5464476841603556,2.753879517726189
70.29390792263601,34.41308235969409,738.105351776227,1.2201618697493444,2.5461233398947414,2.752306054148425
70.29409999555783,34.41334742180281,738.1053531326859,1.2210743433981257,2.5457848284657083,2.7523055155563485
70.29403695003403,34.413696289576244,738.1053286982055,1.2220223091145532,2.545528961355064,2.752410472537039
70.29398468323167,34.41458471421786,738.1052866572758,1.2229683224951469,2.5454263287224883,2.7519733447345174
70.29423106035573,34.41555142194127,738.1052525111776,1.2239370606734779,2.5452661231185876,2.749849771959165
70.29409529580964,34.41705576279074,738.1052480265845,1.2250719909992642,2.5451247232343963,2.7495058091771645
70.29409213502913,34.41966156137319,738.1051937076155,1.2262134150496766,2.5448423280101267,2.7487661808814656
70.29403756899185,34.42233923443574,738.1051647175785,1.227090113736579,2.5447151629097537,2.747996277525402
70.2945625841551,34.42661931396974,738.1051668174347,1.227612919139335,2.5446573264799555,2.7450750828210064
70.29571697863109,34.431519312672044,738.1051883668587,1.2276874997802654,2.5447763795213407,2.742316742882162
70.29688093006212,34.436763744242135,738.1051439013561,1.2279305146533217,2.5446345273373887,2.7408903921897605
70.29772095416045,34.44134905013647,738.1051006549395,1.2280069239295361,2.544385700212757,2.739856074502456
70.29833584037743,34.44603198120296,738.1050956289687,1.2278582663444106,2.544174218632586,2.7388499981382712
70.29903626943091,34.450111823348465,738.1051257976164,1.2275439602500977,2.544075924906218,2.738464411233675
70.29973609045055,34.454191367799766,738.1051495816766,1.2271281840688693,2.5441528264217412,2.738071481548282
70.30115094459634,34.45803161050228,738.1051666434522,1.2262865358351678,2.5444696263260558,2.736315945470047
70.30200304549533,34.46074262435139,738.1052395619828,1.2251757466564628,2.544898206969073,2.736126607524805
70.30284799712459,34.463450133980444,738.1052374190184,1.2242443294322494,2.545155995714292,2.735944422476005
70.3033498952259,34.4646336357177,738.1051172636261,1.2238761418613475,2.5452117281092073,2.7378820508479644
70.30314657875684,34.46555712598912,738.1049395902103,1.223953782449995,2.5450924779983133,2.738276726541495
70.3028407742207,34.46674338209178,738.104753999186,1.2238562481932673,2.5450082411064776,2.737250938840201
70.3027967314268,34.46802298529876,738.1045250135069,1.2236273629915568,2.544909752010314,2.7353301021065834
70.30273016110002,34.46896829473055,738.1042608294321,1.2233885218873073,2.5447476258793325,2.733413575519072
70.30267605500548,34.469981256442786,738.1039881048288,1.222955830473646,2.5446741743148826,2.7311534895956955
70.30261823753818,34.470992397615326,738.10367641449,1.2224690647181733,2.544559466040984,2.7288951289959855
70.30239983142418,34.47129988364636,738.1033202712174,1.2223732168977681,2.544364349561558,2.730551820258359
