,tag 0 x,tag 0 y,tag 0 z,tag 0 rx,tag 0 ry,tag 0 rz,tag 0 x,tag 0 y,tag 0 z,tag 0 rx,tag 0 ry,tag 0 rz,tag 0 x,tag 0 y,tag 0 z,tag 0 rx,tag 0 ry,tag 0 rz,tag 0 x,tag 0 y,tag 0 z,tag 0 rx,tag 0 ry,tag 0 rz
,70.29056268,34.4084452,738.1064495,1.216817986,2.550096013,2.733007615,70.30279673,34.46802299,738.104525,1.223627363,2.544909752,2.735330102,70.30191907,34.48531115,738.0885582,1.314776553,2.519716474,2.752698076,70.2991258,34.46055434,738.090919,1.422096158,2.542501071,2.753124396
,70.29033355,34.40861245,738.1065756,1.216343993,2.550736303,2.732318929,70.30273016,34.46896829,738.1042608,1.223388522,2.544747626,2.733413576,70.30232383,34.48549628,738.0884417,1.314404178,2.520723108,2.752944828,70.29974796,34.46478621,738.0909605,1.420893137,2.542404711,2.753416376
,70.29065227,34.40871732,738.1066845,1.215962607,2.551396872,2.732114704,70.30267606,34.46998126,738.1039881,1.22295583,2.544674174,2.73115349,70.30238884,34.48542436,738.0883269,1.314262586,2.521431829,2.752466441,70.30064736,34.46899699,738.0909617,1.419654594,2.542273053,2.754762478
,70.29086107,34.40875766,738.1067567,1.216002274,2.551909623,2.732728256,70.30261824,34.4709924,738.1036764,1.222469065,2.544559466,2.728895129,70.30246124,34.48535605,738.0882898,1.313931947,2.522271261,2.751982579,70.30143466,34.4733639,738.0909534,1.417974717,2.54227949,2.755672272
,70.29107363,34.40868826,738.1067888,1.216065166,2.552185448,2.731388868,70.30239983,34.47129988,738.1033203,1.222373217,2.54436435,2.73055182,70.30284868,34.48541903,738.0882393,1.313865505,2.523180989,2.75165444,70.30175831,34.47732216,738.0909478,1.41615789,2.542286365,2.755689964
,70.29108619,34.40853774,738.1068096,1.216294358,2.552170699,2.730708362,70.30260278,34.47163083,738.1028658,1.222539061,2.54421385,2.731036746,70.30370403,34.48487153,738.0882606,1.312884236,2.524540574,2.751963645,70.30223844,34.48112084,738.0909575,1.414220107,2.542467134,2.754195138
,70.29143867,34.40893973,738.1067639,1.216554392,2.552161987,2.729153704,70.30251003,34.47235773,738.1024307,1.222530887,2.544293824,2.729698915,70.30407998,34.48387748,738.0882834,1.311417157,2.526061755,2.750868282,70.30285255,34.48390465,738.0908293,1.412351811,2.542111143,2.753769671
,70.29165488,34.40922527,738.1067083,1.216888131,2.55223843,2.72829356,70.30250888,34.47212667,738.1020379,1.222024022,2.5446242,2.728168554,70.30451496,34.48341311,738.0882841,1.30978948,2.527535797,2.749456816,70.30321183,34.48616248,738.0906228,1.410662643,2.541569821,2.754829506
,70.29154711,34.40899399,738.1066833,1.217280092,2.552474223,2.729465424,70.30230592,34.47172439,738.1016823,1.221274323,2.545090928,2.727372665,70.30450963,34.48334253,738.0883121,1.308443721,2.529122675,2.75023059,70.30370734,34.48731634,738.090392,1.408550568,2.540990627,2.756139473
,70.29129818,34.40891457,738.1066866,1.21770391,2.552856069,2.73094788,70.30220752,34.47106036,738.1013562,1.220436833,2.545802945,2.727985277,70.30450953,34.48284327,738.0881325,1.307704065,2.530086723,2.751582433,70.30386227,34.4879372,738.0902143,1.406028001,2.540499671,2.756563141
,70.29204519,34.40909003,738.10668,1.217822988,2.553416958,2.72977364,70.30263648,34.47029048,738.101036,1.219763439,2.546470691,2.731785108,70.30459361,34.48267443,738.0878938,1.306874221,2.530943299,2.752322532,70.30397297,34.48796615,738.0900133,1.403797105,2.539710812,2.757791714
,70.29241246,34.40898907,738.1066598,1.21804109,2.553888701,2.730469312,70.30310093,34.46969287,738.1007035,1.219001787,2.547053572,2.733168745,70.30416116,34.48268177,738.0877249,1.306059315,2.53181174,2.753894182,70.30393812,34.48809508,738.0898415,1.401610757,2.538859691,2.757437044
,70.2923616,34.40903291,738.1066152,1.218255074,2.554144657,2.730743591,70.30352529,34.46912295,738.1003027,1.21850989,2.547223212,2.736057234,70.30379181,34.48283394,738.0876956,1.304985394,2.532966747,2.754088868,70.30372905,34.48818136,738.0896449,1.399447096,2.537889679,2.756998746
,70.29218022,34.40901357,738.1065724,1.218232311,2.554566508,2.730327377,70.3039459,34.46855118,738.0998624,1.218021192,2.547201004,2.73895381,70.30372527,34.48279341,738.0876199,1.304275679,2.533788745,2.753898758,70.30344608,34.48803795,738.0895227,1.397228123,2.537093526,2.757070296
,70.29204737,34.40890666,738.1065072,1.218231748,2.554941335,2.731100903,70.30396864,34.46843061,738.0994072,1.217337777,2.547050029,2.737286238,70.30314775,34.48230418,738.0876491,1.303306015,2.534462756,2.755139897,70.30367014,34.48824192,738.0893875,1.395077247,2.536439131,2.756638739
,70.29192457,34.40866767,738.1064262,1.218068873,2.555279342,2.731568307,70.30425198,34.46813235,738.0989622,1.216434861,2.546808628,2.737551443,70.30229692,34.48291166,738.0877214,1.302822477,2.534743813,2.75497089,70.30359436,34.48770465,738.0891278,1.393300641,2.535313457,2.759348235
,70.2918372,34.40832153,738.1063783,1.217973626,2.555655498,2.733955188,70.30482512,34.46743525,738.0984358,1.215703281,2.54616763,2.739647061,70.3017409,34.48345703,738.0878947,1.302851211,2.535041141,2.757432583,70.30353314,34.4877065,738.0889406,1.391680374,2.534586579,2.759897652
,70.29182362,34.40806943,738.1062456,1.21798122,2.555702633,2.735321973,70.30474318,34.46754383,738.0978894,1.21527017,2.545259163,2.739945419,70.3014073,34.48379322,738.0881146,1.303117007,2.535170944,2.759123794,70.30402,34.48774776,738.0887295,1.390028655,2.533988386,2.761709055
,70.29177119,34.40820777,738.1060212,1.218159174,2.55543512,2.735176868,70.3051763,34.46759431,738.0973206,1.214861032,2.544256483,2.739643611,70.30114478,34.48409647,738.0884242,1.303146632,2.535248637,2.75953681,70.30348143,34.48801944,738.0884806,1.388829511,2.533210368,2.761927633
,70.2916973,34.40809297,738.1058021,1.218096492,2.555199618,2.73384165,70.30499436,34.4676071,738.0967973,1.21458031,2.54324947,2.739066407,70.30028838,34.48440928,738.0889049,1.302598969,2.535652288,2.759150238,70.30299106,34.4882778,738.0883103,1.387293859,2.532826602,2.761786933
,70.29152648,34.40788732,738.1056094,1.218163213,2.555037153,2.736110808,70.30428429,34.46772538,738.09626,1.214457694,2.542351588,2.735298677,70.29996558,34.48482406,738.0894486,1.302135537,2.535957197,2.759788116,70.30278467,34.48861599,738.088293,1.385071742,2.533159069,2.762051999
,70.29135793,34.40768279,738.1054407,1.218278184,2.555023607,2.738373679,70.30402128,34.46786768,738.0956952,1.214788489,2.541530985,2.735900563,70.29961849,34.48466537,738.0900664,1.301676767,2.536475501,2.760028862,70.30305859,34.48819657,738.0882666,1.382590864,2.533463775,2.763395958
,70.29146506,34.40762065,738.1052831,1.218388926,2.555166944,2.739848451,70.30336513,34.46791321,738.0952132,1.215158521,2.541047169,2.735558199,70.2997655,34.4849151,738.090609,1.301658493,2.53696237,2.761154431,70.30307078,34.48781538,738.088227,1.380181794,2.533643895,2.763948988
,70.29133866,34.40766375,738.1051387,1.218499226,2.555200312,2.739960469,70.30297037,34.46837248,738.0948112,1.215340086,2.540891647,2.733866287,70.29972114,34.48530869,738.091233,1.30137564,2.537882491,2.761338702,70.30301219,34.48783324,738.0881768,1.377496972,2.533751137,2.76472365
,70.29116859,34.40740421,738.1050714,1.21849321,2.555543225,2.741853781,70.30271819,34.46868435,738.0944898,1.215315682,2.541008086,2.733822387,70.30005372,34.4857272,738.0917886,1.301366245,2.538806094,2.761570694,70.30269314,34.48779441,738.0881819,1.374346181,2.533969253,2.764971401
,70.29118975,34.40735851,738.1050446,1.218420195,2.556177432,2.743396186,70.30242086,34.46876575,738.0941828,1.215562073,2.541145385,2.733783166,70.30006835,34.48582966,738.092281,1.301371852,2.539794733,2.762897653,70.30284206,34.48810507,738.0883709,1.370310539,2.535047427,2.763461864
,70.2912703,34.4075496,738.1050226,1.218166223,2.55700061,2.742678349,70.30212917,34.46918383,738.09388,1.21604231,2.541175249,2.731297329,70.300015,34.4863486,738.0927495,1.300701774,2.540743395,2.760462341,70.30301757,34.4879264,738.088607,1.365706339,2.536234934,2.763319989
,70.29127395,34.40764512,738.1050527,1.217995334,2.557958305,2.742988921,70.30210592,34.46949479,738.093593,1.216363932,2.541160037,2.730216825,70.3001392,34.48661355,738.0930776,1.300509009,2.54178632,2.75928889,70.30286063,34.48802751,738.0889054,1.360627358,2.537434376,2.761468244
,70.29142871,34.40759906,738.1050903,1.21766086,2.558949855,2.741852243,70.30194014,34.46953767,738.0932964,1.216671647,2.541078895,2.732362986,70.30037816,34.4865227,738.0931706,1.300796965,2.542296264,2.757549169,70.30337897,34.48830184,738.0892331,1.355217311,2.538674906,2.759973267
,70.29152435,34.40762445,738.1050789,1.217749047,2.559694955,2.74251361,70.30227548,34.4693489,738.0929185,1.216936595,2.5408291,2.735217483,70.30096099,34.48602547,738.0932515,1.300874238,2.543072861,2.758306019,70.30365203,34.48807542,738.0894755,1.350463893,2.539533807,2.761208798
,70.29137292,34.40767177,738.1050479,1.217933418,2.560308435,2.740048412,70.30287195,34.46955006,738.0925863,1.216814797,2.540749425,2.737551049,70.3013817,34.48602299,738.0932544,1.301381193,2.543985525,2.756625573,70.30397352,34.48787341,738.0895856,1.346348177,2.539878888,2.760330808
,70.29136327,34.40799748,738.1050662,1.217810766,2.560954619,2.738540691,70.30336789,34.46944861,738.0922862,1.216266048,2.540825678,2.737672991,70.3020249,34.48626995,738.0931612,1.301967806,2.544704653,2.754591511,70.30391952,34.48855323,738.0896649,1.342438996,2.540264289,2.758741675
,70.29149797,34.40803694,738.1051177,1.217567575,2.561721283,2.738240352,70.30418719,34.4694116,738.0919513,1.215411228,2.540960954,2.737485516,70.30241475,34.48610817,738.0929653,1.302530096,2.545088749,2.753284923,70.30386835,34.48923445,738.0897739,1.338266325,2.540888706,2.757142526
,70.29116296,34.40806884,738.1052064,1.217332887,2.562526111,2.737785631,70.30461664,34.46898554,738.0915618,1.214721239,2.540745131,2.739088343,70.30246198,34.48564995,738.0926947,1.302979565,2.545172294,2.753415611,70.30395097,34.4897059,738.089918,1.334185229,2.541746158,2.754057661
,70.29141515,34.40837952,738.1052077,1.217172653,2.563086636,2.736337724,70.3053433,34.46830315,738.0910534,1.214320015,2.540358288,2.742552985,70.30261939,34.48539427,738.0924731,1.302501402,2.545360119,2.752662225,70.30403105,34.48971749,738.0899699,1.330746682,2.542212488,2.754179925
,70.29173889,34.40886297,738.1051707,1.217107975,2.563574706,2.73351752,70.3058804,34.46829578,738.0905353,1.213420041,2.540220594,2.741969266,70.3026863,34.48523945,738.0922808,1.302091276,2.545643667,2.751649157,70.30366851,34.48965665,738.0899812,1.327754644,2.542168304,2.754806271
,70.29194637,34.40898393,738.105108,1.217213909,2.563820162,2.731900738,70.30648415,34.4678716,738.0900167,1.212037173,2.540458892,2.743211433,70.302856,34.4847936,738.0920966,1.302143933,2.545905474,2.751820205,70.30362928,34.48958292,738.0900162,1.325156981,2.542119579,2.75535842
,70.29188501,34.40890962,738.1050481,1.217200392,2.564077996,2.730520481,70.30708802,34.46744747,738.0894993,1.210510834,2.541115341,2.744435945,70.30287759,34.48451181,738.0919895,1.30159665,2.546116187,2.751993121,70.30345421,34.48924126,738.0900993,1.322826905,2.54235995,2.755132418
,70.29140457,34.40904448,738.1050418,1.217292165,2.564407679,2.731140849,70.30750991,34.46702154,738.0890032,1.208799917,2.542078373,2.743213391,70.30298256,34.48443609,738.0918835,1.300922612,2.546410102,2.753056188,70.30301557,34.48918098,738.0901375,1.320762984,2.542455545,2.755904267
,70.29114993,34.40921116,738.1050936,1.217059119,2.56501746,2.730833617,70.3078038,34.46675402,738.0885017,1.207245897,2.543021029,2.744894399,70.30315053,34.48490084,738.0917264,1.300048767,2.546785118,2.751497857,70.30277778,34.48928921,738.0902416,1.318513836,2.542714748,2.754343616
,70.29094572,34.40891938,738.1051594,1.216836879,2.565488672,2.732616353,70.3078405,34.46609851,738.0879958,1.205464673,2.543801167,2.747095941,70.30353037,34.48498647,738.0915828,1.298250779,2.547507246,2.751550164,70.30256643,34.48957433,738.0903668,1.31599349,2.543002805,2.754228814
,70.29085275,34.40879488,738.1052215,1.216660215,2.565784008,2.731444576,70.30701974,34.46652073,738.0875417,1.203432205,2.544542954,2.747006166,70.30361348,34.48473951,738.0912693,1.296405293,2.547889397,2.753610598,70.30243096,34.48928516,738.0905754,1.313195928,2.543515415,2.754667033
,70.29074311,34.40854137,738.1052198,1.216793005,2.565787859,2.730686943,70.30579786,34.46669491,738.0871404,1.201350406,2.545220463,2.746923299,70.30383547,34.48492186,738.0909828,1.293837206,2.548659262,2.752204049,70.30241616,34.4892959,738.0908247,1.310421643,2.544058431,2.755375384
,70.29122099,34.40838194,738.1051858,1.216952662,2.565715906,2.730799739,70.30441997,34.46729142,738.0867731,1.199216659,2.546127113,2.745200949,70.3040559,34.48516233,738.0905793,1.291327612,2.54926649,2.751228049,70.30225157,34.48907043,738.0910314,1.307706425,2.544339644,2.75690241
,70.29124225,34.40829621,738.1051949,1.217022359,2.565698264,2.731300606,70.30274053,34.46814213,738.0864792,1.196985962,2.547089939,2.74162204,70.30400712,34.48573112,738.0901134,1.289610651,2.549838243,2.749477525,70.30215825,34.48913446,738.0913009,1.304798248,2.544921597,2.756775463
,70.29093506,34.40807296,738.1052301,1.216964466,2.565639808,2.731923104,70.30158425,34.4683944,738.0862015,1.19504061,2.547753038,2.740449384,70.30423109,34.48613451,738.0896064,1.28758609,2.550299983,2.747310879,70.30248922,34.48936736,738.0914994,1.302019624,2.545516514,2.75502963
,70.29054212,34.40795404,738.1052938,1.216699472,2.565610708,2.732328322,70.30054498,34.46864907,738.0858693,1.193581297,2.547861402,2.741040807,70.3047392,34.48609775,738.0890061,1.285688847,2.550696977,2.747706554,70.30239579,34.48913001,738.0915908,1.299588142,2.545666621,2.756776646
,70.2904203,34.4080315,738.1053786,1.216611569,2.565509211,2.732499531,70.29950326,34.46890255,738.0855114,1.192619937,2.547571649,2.741648951,70.30501701,34.48590462,738.0884277,1.28410526,2.551301453,2.749093761,70.30213357,34.48924507,738.0916455,1.297167543,2.54559691,2.758490816
,70.29099696,34.40798532,738.1054183,1.216591872,2.565315026,2.732285313,70.29879982,34.46923649,738.0851579,1.191780022,2.547177358,2.740989569,70.30552827,34.48566995,738.0879345,1.28223676,2.552109662,2.748902275,70.30235144,34.48914704,738.0917212,1.294511549,2.545575999,2.757243817
,70.29145938,34.40768423,738.1054571,1.216758153,2.565183956,2.732903429,70.29832482,34.46953122,738.0848227,1.19089925,2.546798345,2.739655217,70.30586636,34.48576648,738.087405,1.280886588,2.55265059,2.747791994,70.30270546,34.48923112,738.0917485,1.291586196,2.545533421,2.75689758
,70.29175219,34.40787735,738.1054604,1.21709142,2.564968354,2.732024401,70.29805839,34.46998691,738.0845118,1.190134049,2.546555186,2.737682312,70.3060899,34.48534781,738.0867621,1.280153966,2.552573798,2.747792164,70.30296739,34.48912883,738.0917892,1.288756962,2.54567676,2.758469561
,70.29169491,34.40751062,738.1054754,1.217545846,2.565038079,2.732637467,70.29851664,34.46970862,738.0841702,1.189638619,2.546326833,2.738222813,70.30604062,34.48560624,738.0862914,1.27936362,2.552841771,2.744295408,70.30280346,34.48963534,738.0917813,1.286215367,2.545713823,2.75796569
,70.29173348,34.40742266,738.1055157,1.217965895,2.56532152,2.732872122,70.29912559,34.46987137,738.0837588,1.189390024,2.545965975,2.737408352,70.30596584,34.48532451,738.085876,1.279129568,2.552973141,2.746225497,70.30277557,34.48961012,738.0916787,1.283953204,2.545518822,2.756693488
,70.292172,34.40760522,738.1055262,1.218430443,2.565632486,2.732610875,70.29986067,34.46982193,738.0832928,1.189347167,2.545310115,2.737626483,70.30562035,34.48527294,738.0856901,1.278859467,2.553561427,2.747313114,70.30295462,34.48950302,738.0915802,1.282061219,2.545402097,2.757238704
,70.29241766,34.40706331,738.1055106,1.218960946,2.565748691,2.732904989,70.30059313,34.46977121,738.0827992,1.189551779,2.544473806,2.737852203,70.30580553,34.48508942,738.0855465,1.278415778,2.55396919,2.749065736,70.30302979,34.4893813,738.0915115,1.280340624,2.545455814,2.75732818
,70.29291211,34.40648217,738.1054215,1.219629956,2.56573428,2.734459817,70.30106672,34.4697638,738.0822409,1.190078029,2.543572137,2.739392347,70.30577929,34.48492589,738.0854897,1.278293767,2.554559557,2.749672285,70.3031516,34.48919159,738.0914181,1.278758455,2.545397305,2.758401509
,70.29323323,34.40634579,738.1052748,1.220333857,2.565812696,2.734219616,70.30121681,34.46990259,738.0817011,1.190665086,2.542663852,2.739496279,70.30532296,34.48481152,738.0854541,1.278398454,2.554820384,2.751085622,70.30317506,34.48938279,738.0913119,1.277508428,2.545548511,2.757728567
,70.29372274,34.40633057,738.1050684,1.22098137,2.565818677,2.734011887,70.30137941,34.47004751,738.0812926,1.190721966,2.542077544,2.739586691,70.30501568,34.48503629,738.0854211,1.278393159,2.554906614,2.749504645,70.30335289,34.48921727,738.0911123,1.276871862,2.545550882,2.757491697
,70.29389122,34.40664798,738.1048079,1.22168951,2.565722117,2.734518063,70.30124804,34.47011222,738.0809921,1.190463061,2.541662021,2.742078631,70.30418985,34.48522604,738.0854109,1.278502089,2.554832856,2.749544427,70.30368877,34.48944805,738.0908872,1.276560802,2.545634991,2.75900969
,70.29416636,34.40721659,738.1044687,1.222443648,2.565284938,2.734203519,70.3009189,34.47029907,738.0807627,1.190108001,2.541348061,2.741825124,70.30353007,34.48478961,738.0853917,1.278771623,2.554608114,2.75112786,70.30360453,34.48938895,738.0906638,1.276680234,2.545666626,2.760341178
,70.2941573,34.40737061,738.1040649,1.223350559,2.564713308,2.73482024,70.30005679,34.47060976,738.0805943,1.189885458,2.541018879,2.740280532,70.30257448,34.48496622,738.0855,1.279381825,2.554430115,2.752269312,70.30334841,34.48879875,738.0904256,1.277497442,2.545394631,2.761449874
,70.29398215,34.40778793,738.1036626,1.224084947,2.564118765,2.734822342,70.29919627,34.47092123,738.0804426,1.189771353,2.540657707,2.738737393,70.30192057,34.484757,738.0857333,1.279553503,2.554425182,2.752341291,70.30360759,34.48808624,738.0901692,1.279056791,2.544758396,2.763278706
,70.29372365,34.40805346,738.103255,1.224582496,2.563258285,2.734803131,70.29904926,34.47068841,738.0802879,1.189719487,2.540176114,2.739662251,70.30135216,34.48464015,738.0859625,1.27950887,2.554584495,2.751654246,70.30347366,34.48799854,738.0899647,1.280596533,2.544327987,2.764548587
,70.29345929,34.4082474,738.1028879,1.224801874,2.562521071,2.735915128,70.29912414,34.47053472,738.0802086,1.189615172,2.539931066,2.740625297,70.30129285,34.48458307,738.0861784,1.279262799,2.554846896,2.75125968,70.30323791,34.48811129,738.0898172,1.282052838,2.543993326,2.763476477
,70.29278113,34.40873451,738.1025431,1.224912119,2.561819039,2.735722349,70.29953288,34.47011134,738.0801931,1.189167394,2.539917303,2.741310286,70.30083453,34.48455301,738.0863974,1.279102975,2.555300353,2.750936835,70.30336477,34.48791662,738.0897001,1.28324293,2.54383979,2.763319508
,70.29248655,34.40941158,738.1022253,1.224885228,2.561177099,2.734270812,70.29966003,34.46998043,738.0803012,1.188353145,2.540029184,2.740387866,70.30089035,34.48429523,738.0865172,1.279461737,2.55555547,2.753578605,70.30290516,34.48759545,738.0895922,1.284547553,2.543463473,2.763938379
,70.2925882,34.40923639,738.1019497,1.225019992,2.560467803,2.735445682,70.30002298,34.46966369,738.0805045,1.187299287,2.540320099,2.738303447,70.30098487,34.48467777,738.0866328,1.279766663,2.556025787,2.752931051,70.3030935,34.48735211,738.0895667,1.285313183,2.543555064,2.762458975
,70.29251391,34.40893634,738.1016543,1.22520925,2.55972063,2.736592663,70.30027455,34.46924531,738.0806223,1.186855726,2.540295136,2.738280364,70.30107221,34.48486507,738.0867281,1.279913084,2.556641733,2.753734006,70.30329383,34.48711464,738.089667,1.285736658,2.544173593,2.760957429
,70.29241952,34.40829982,738.1014103,1.225253203,2.558963523,2.737470967,70.30056634,34.4689647,738.0806124,1.187113999,2.539864934,2.73759288,70.30168892,34.48512549,738.086775,1.279893664,2.557338008,2.75302296,70.3029475,34.48630733,738.089734,1.286604025,2.544517665,2.759846863
,70.29232524,34.40766335,738.1011674,1.225299519,2.558098155,2.738353824,70.30102301,34.4687419,738.0805176,1.187797754,2.539280903,2.738027526,70.30176428,34.48530621,738.0868624,1.28005602,2.558161482,2.753040472,70.30292239,34.48563634,738.0898821,1.287047564,2.545152324,2.759567546
