,tag 0 x,tag 0 y,tag 0 z,tag 0 rx,tag 0 ry,tag 0 rz,,,,,,
,97.62247588,-0.510317455,755.1650881,0.921844298,-0.748794417,3.08528893,,,,,,
,97.62265888,-0.510172063,755.1650297,0.921824725,-0.749264845,3.084858715,,,,,,
,97.62263835,-0.510182609,755.1649802,0.921692972,-0.749698753,3.084643432,,,,,,
,97.62267367,-0.510274388,755.1649553,0.921521756,-0.749768239,3.085994177,,,,,,
,97.62270863,-0.510366165,755.1649275,0.92131645,-0.749596101,3.08734668,,,,,,
,97.62264474,-0.510485129,755.1648854,0.92118616,-0.749417419,3.087436616,,,,,,
,97.62257944,-0.510604085,755.1648324,0.921076702,-0.749089487,3.08752769,,,,,,
,97.62251535,-0.510723047,755.1647888,0.920903251,-0.748529885,3.087620534,,,,,,
,97.62255454,-0.510595271,755.16477,0.920682251,-0.747903251,3.08678395,,,,,,
,97.62266405,-0.510744291,755.1647519,0.920409597,-0.747143692,3.087656333,,,,,,
,97.62259696,-0.510756564,755.1647182,0.920236173,-0.746496727,3.087655411,,,,,,
,97.62253146,-0.510768845,755.1646968,0.919960806,-0.745778929,3.087655032,,,,,,
,97.62246713,-0.510781133,755.1646844,0.91968383,-0.745014778,3.087655007,,,,,,
,97.62234925,-0.510712198,755.1646652,0.919467879,-0.744537458,3.086089718,,,,,,
,97.62217235,-0.510581678,755.1646597,0.919359133,-0.744290599,3.08436529,,,,,,
,97.62204311,-0.510564302,755.1646901,0.919146065,-0.743960439,3.084233382,,,,,,
,97.6222789,-0.510518318,755.1646952,0.91911554,-0.743892625,3.083993308,,,,,,
,97.62251512,-0.510472336,755.1647036,0.919288051,-0.743970689,3.083752114,,,,,,
,97.62275322,-0.510426364,755.1647265,0.919452803,-0.744068259,3.083510768,,,,,,
,97.62275491,-0.510044576,755.164773,0.919566397,-0.744272594,3.081319825,,,,,,
,97.62290112,-0.509895393,755.164834,0.919519768,-0.744468216,3.080814321,,,,,,
,97.62304775,-0.509746211,755.1648983,0.919672715,-0.744791571,3.080307851,,,,,,
,97.6231682,-0.509564124,755.1649798,0.919842244,-0.745100465,3.079662576,,,,,,
,97.62329358,-0.509382062,755.1650994,0.919873742,-0.745260654,3.079018471,,,,,,
,97.62361247,-0.509309796,755.1652193,0.919875293,-0.745486354,3.078744143,,,,,,
,97.62393154,-0.50923753,755.1653406,0.919797821,-0.745782427,3.078469273,,,,,,
,97.62388648,-0.509193878,755.1654942,0.919582058,-0.745947976,3.078301629,,,,,,
,97.62372809,-0.509157182,755.1656535,0.919215788,-0.74601234,3.078668837,,,,,,
,97.62356724,-0.509120474,755.1657937,0.918997447,-0.746094076,3.079035903,,,,,,
,97.62348005,-0.509093647,755.1659351,0.918817573,-0.746200162,3.079273142,,,,,,
,97.62339014,-0.509066806,755.1660554,0.918826835,-0.746336919,3.079510159,,,,,,
,97.62329578,-0.509039942,755.1661413,0.918906371,-0.746679728,3.079745617,,,,,,
,97.62322104,-0.509002036,755.1662182,0.919066382,-0.747072414,3.079730184,,,,,,
,97.62314092,-0.508964101,755.1662535,0.919372297,-0.747573815,3.079713922,,,,,,
,97.62289238,-0.509382479,755.1663051,0.91951903,-0.747928718,3.081375811,,,,,,
,97.62264288,-0.509800852,755.1663492,0.919694828,-0.748193604,3.083038242,,,,,,
,97.62239449,-0.51021923,755.166402,0.919822063,-0.7483812,3.084701118,,,,,,
,97.62211745,-0.51033399,755.1664855,0.919881242,-0.748532789,3.08493316,,,,,,
,97.6218412,-0.510448754,755.1665751,0.919919618,-0.748642842,3.085165515,,,,,,
,97.62203035,-0.510453164,755.1666196,0.920155113,-0.748885211,3.084666077,,,,,,
,97.62222386,-0.510457598,755.1666978,0.920207622,-0.74906231,3.084167163,,,,,,
,97.62242359,-0.510462064,755.1668242,0.920005069,-0.748963443,3.083670381,,,,,,
,97.62262815,-0.51051047,755.166929,0.919743503,-0.748866126,3.083563104,,,,,,
,97.62279508,-0.510530171,755.1670468,0.919367458,-0.748679727,3.084542828,,,,,,
,97.62271811,-0.510348383,755.167179,0.918971325,-0.748304944,3.083536634,,,,,,
,97.62264178,-0.510166598,755.1673162,0.918554061,-0.747911311,3.082530583,,,,,,
,97.62256659,-0.50998482,755.1674621,0.918078291,-0.747458754,3.08152498,,,,,,
,97.62263446,-0.510099709,755.1675801,0.917753223,-0.746960799,3.081416779,,,,,,
,97.62313654,-0.509908105,755.1676771,0.917317866,-0.746456659,3.081383306,,,,,,
,97.62326511,-0.509875993,755.16779,0.916717891,-0.745861031,3.082451236,,,,,,
,97.62318302,-0.510186257,755.1678734,0.916235582,-0.745183385,3.084698184,,,,,,
,97.62309611,-0.510496495,755.1679194,0.915862901,-0.744619868,3.086944196,,,,,,
,97.62319459,-0.510493068,755.1679808,0.915457856,-0.744112154,3.087624205,,,,,,
,97.62333215,-0.510518352,755.1680402,0.915186159,-0.743549689,3.08721837,,,,,,
,97.62374888,-0.510240611,755.1680655,0.915136729,-0.743078066,3.086909573,,,,,,
,97.6239388,-0.509998085,755.168095,0.915162485,-0.742487983,3.08674812,,,,,,
,97.62412659,-0.509755548,755.168108,0.915337718,-0.741770187,3.086587641,,,,,,
,97.6244317,-0.509440857,755.1681132,0.915486347,-0.741088152,3.08549719,,,,,,
,97.6243015,-0.509432653,755.1681308,0.915645656,-0.740456756,3.084331527,,,,,,
,97.62417285,-0.509424456,755.1681605,0.915779393,-0.73984723,3.083165696,,,,,,
,97.62425046,-0.509073861,755.1681855,0.915984934,-0.739327431,3.080820668,,,,,,
,97.62439941,-0.50896582,755.1682352,0.916135743,-0.738527607,3.079361258,,,,,,
,97.62422849,-0.50901181,755.1683005,0.916224219,-0.737486911,3.078779908,,,,,,
,97.62405924,-0.509057808,755.1683787,0.916243389,-0.736633217,3.078197136,,,,,,
,97.62389163,-0.509103815,755.1684696,0.916169075,-0.735970382,3.077612915,,,,,,
,97.62395175,-0.509114612,755.1685634,0.916016012,-0.735412859,3.076881221,,,,,,
,97.62443816,-0.509169213,755.1686254,0.915881685,-0.735202038,3.076407769,,,,,,
,97.6248034,-0.509295948,755.1686653,0.915740328,-0.735096475,3.076863474,,,,,,
,97.6247335,-0.509564489,755.1687053,0.915509943,-0.734785468,3.077134995,,,,,,
,97.6246644,-0.509833033,755.1687514,0.915208446,-0.73441607,3.077406946,,,,,,
,97.62463587,-0.5101049,755.1688053,0.91488458,-0.733910434,3.078554268,,,,,,
,97.62453589,-0.510134211,755.1688336,0.914702422,-0.733506067,3.078817238,,,,,,
,97.62456977,-0.510323154,755.1688263,0.914688211,-0.733218774,3.079768887,,,,,,
,97.62472224,-0.510252327,755.1687822,0.914766398,-0.732790181,3.079651626,,,,,,
,97.62486952,-0.510181472,755.1686978,0.914908943,-0.732221632,3.079535437,,,,,,
,97.62501203,-0.510110593,755.1685765,0.915191947,-0.731680187,3.079419044,,,,,,
,97.62449139,-0.510223939,755.1685147,0.915255263,-0.730875741,3.078270461,,,,,,
,97.62397482,-0.510337306,755.1684845,0.915240734,-0.729942545,3.077122943,,,,,,
,97.62408471,-0.510086996,755.1684575,0.915453153,-0.729047213,3.077250018,,,,,,
,97.62419171,-0.50983667,755.1684083,0.915820512,-0.728174916,3.077376918,,,,,,
,97.62432527,-0.509702167,755.1683545,0.916246594,-0.727402509,3.076595293,,,,,,
,97.62445989,-0.50956767,755.1683089,0.916612597,-0.726697712,3.075813133,,,,,,
,97.624594,-0.50943317,755.1682594,0.916931364,-0.726126889,3.075029931,,,,,,
,97.62422196,-0.50994235,755.1682278,0.917107268,-0.725652009,3.076591081,,,,,,
,97.62385723,-0.510451568,755.1682529,0.917083511,-0.725128485,3.078152607,,,,,,
,97.62349547,-0.510960802,755.1683009,0.917000564,-0.724590041,3.079714252,,,,,,
,97.62384009,-0.510896859,755.1683158,0.917205781,-0.724041846,3.080495078,,,,,,
,97.62418228,-0.510832903,755.168312,0.917455212,-0.723475458,3.081276044,,,,,,
,97.62412291,-0.511429222,755.1683087,0.917415322,-0.722887947,3.08271159,,,,,,
,97.62406492,-0.512025548,755.1683162,0.917317142,-0.722089275,3.084148771,,,,,,
,97.62406367,-0.512283953,755.1683398,0.917090192,-0.721093019,3.084790049,,,,,,
,97.62406518,-0.512542373,755.1683847,0.916763341,-0.719894574,3.085432861,,,,,,
,97.62406841,-0.512800801,755.168443,0.916291854,-0.718568209,3.08607664,,,,,,
,97.62445943,-0.512675321,755.1685218,0.915782531,-0.717077425,3.085446599,,,,,,
,97.62475192,-0.512582764,755.1685651,0.915415662,-0.715638855,3.085523303,,,,,,
,97.62504486,-0.512490208,755.1686119,0.914971189,-0.714197217,3.085600031,,,,,,
,97.62500531,-0.512513602,755.1686377,0.914563284,-0.712966705,3.085621578,,,,,,
,97.62496217,-0.512536977,755.1686358,0.914336367,-0.711822578,3.085642465,,,,,,
,97.62507408,-0.512212611,755.1686075,0.914235968,-0.710856927,3.084781783,,,,,,
,97.62518599,-0.511888245,755.1685793,0.91406321,-0.710033874,3.083919985,,,,,,
,97.62517092,-0.511782639,755.1685077,0.913994437,-0.709558479,3.083886351,,,,,,
,97.62512509,-0.511805016,755.1684328,0.913900665,-0.709261981,3.084240487,,,,,,
,97.62508587,-0.511827428,755.1684091,0.91371368,-0.70888131,3.084595267,,,,,,
,97.6248859,-0.511909973,755.1683964,0.913450059,-0.708387616,3.085338389,,,,,,
,97.62477837,-0.511959563,755.1683724,0.91319185,-0.707929161,3.085374065,,,,,,
,97.62466836,-0.512009141,755.168329,0.913025977,-0.707496089,3.085409546,,,,,,
,97.62459294,-0.512160818,755.1682911,0.912707731,-0.707025777,3.085855614,,,,,,
,97.6245187,-0.512312502,755.1682622,0.912171355,-0.706594447,3.086301375,,,,,,
,97.62449983,-0.512373526,755.1682569,0.911707507,-0.706063404,3.085884654,,,,,,
,97.62463604,-0.512353577,755.1682434,0.911391889,-0.705535041,3.085525121,,,,,,
,97.62477421,-0.512333638,755.1682451,0.911044592,-0.704912485,3.085166318,,,,,,
,97.62494309,-0.512185716,755.1682498,0.910695261,-0.704229531,3.084418903,,,,,,
,97.62500846,-0.511981878,755.1682383,0.910443058,-0.703639277,3.082756923,,,,,,
,97.62542107,-0.512010046,755.1682048,0.910206259,-0.703259565,3.082571735,,,,,,
,97.62583655,-0.512038229,755.1681936,0.909914017,-0.702881447,3.082386522,,,,,,
,97.62625292,-0.512066417,755.1681892,0.909548626,-0.702553118,3.082200915,,,,,,
,97.62649313,-0.512221678,755.1681706,0.909229469,-0.702319186,3.083212071,,,,,,
,97.62664451,-0.512240643,755.1681835,0.90892308,-0.701958357,3.084188449,,,,,,
,97.62679415,-0.512259598,755.1681829,0.908693393,-0.70161991,3.085164684,,,,,,
,97.62661407,-0.512372068,755.16818,0.90853628,-0.70129367,3.084170009,,,,,,
,97.62643427,-0.51248454,755.1681793,0.908427431,-0.700949308,3.083175483,,,,,,
,97.62632164,-0.512455942,755.1681796,0.908417665,-0.700683235,3.082271496,,,,,,
,97.6263063,-0.512483228,755.1681479,0.908519772,-0.700506844,3.082280838,,,,,,
,97.62610222,-0.512218363,755.1681098,0.908665853,-0.700247776,3.080424685,,,,,,
,97.62595651,-0.512079971,755.1680726,0.908715144,-0.699911704,3.080021705,,,,,,
,97.62581235,-0.511941588,755.1680473,0.90874787,-0.699426598,3.079619867,,,,,,
,97.62550394,-0.511843166,755.1680798,0.908603944,-0.698613541,3.078282975,,,,,,
,97.62529055,-0.511881072,755.168129,0.908406522,-0.697790047,3.076981958,,,,,,
,97.62507886,-0.511918988,755.1681912,0.908129922,-0.697070462,3.075680171,,,,,,
,97.62495592,-0.512096805,755.1682587,0.907851137,-0.696392474,3.07762304,,,,,,
,97.62483733,-0.512274645,755.1683597,0.907399008,-0.695653015,3.079566308,,,,,,
,97.62487538,-0.512606991,755.1684533,0.906863794,-0.694937345,3.080940449,,,,,,
,97.6249151,-0.512939345,755.1685597,0.906227984,-0.6941963,3.082314775,,,,,,
,97.6249583,-0.513271718,755.1686931,0.905581744,-0.693500836,3.083688745,,,,,,
,97.62494578,-0.513477632,755.1688462,0.904969571,-0.692796657,3.083610303,,,,,,
,97.62517279,-0.513552208,755.1689906,0.904422384,-0.6922862,3.083493125,,,,,,
,97.62556504,-0.513586828,755.1690846,0.904152755,-0.692021145,3.084311619,,,,,,
,97.62594723,-0.513639093,755.1691346,0.903993061,-0.691879468,3.085753988,,,,,,
,97.62632547,-0.513691337,755.169154,0.903793195,-0.691809378,3.087195852,,,,,,
,97.62678734,-0.513591126,755.1691611,0.903460458,-0.691788047,3.08730598,,,,,,
,97.62703303,-0.513588452,755.1691413,0.90309663,-0.691765838,3.086629631,,,,,,
,97.62705244,-0.513572329,755.1691088,0.90277021,-0.691694777,3.086431363,,,,,,
,97.62693457,-0.513449155,755.1690668,0.902484131,-0.691745868,3.086628736,,,,,,
,97.62681396,-0.513325966,755.1690037,0.902246749,-0.691828267,3.086825876,,,,,,
,97.62668845,-0.513202752,755.1689026,0.902148042,-0.691998212,3.087022354,,,,,,
,97.62646651,-0.513232747,755.1688019,0.902093085,-0.692029141,3.086369195,,,,,,
,97.62624823,-0.513262761,755.1687295,0.901825382,-0.692031783,3.085716279,,,,,,
,97.62603824,-0.513275121,755.1686877,0.901466503,-0.692030402,3.084438593,,,,,,
,97.62593807,-0.513349821,755.16867,0.901113853,-0.69191213,3.083208412,,,,,,
,97.62583599,-0.51342451,755.1686377,0.900887716,-0.691926724,3.081977251,,,,,,
,97.62587403,-0.513184973,755.1685989,0.900812514,-0.69213613,3.080970577,,,,,,
,97.62591347,-0.512945444,755.168571,0.900768823,-0.692500167,3.079962692,,,,,,
,97.62608963,-0.512812962,755.1685483,0.900759499,-0.692854918,3.078558422,,,,,,
,97.62610137,-0.513001956,755.1685351,0.900683936,-0.693123261,3.079293203,,,,,,
,97.62611182,-0.513190942,755.1685119,0.900593554,-0.69345759,3.080027439,,,,,,
,97.62639046,-0.513142555,755.1684549,0.900666336,-0.693964713,3.080575098,,,,,,
,97.62666737,-0.513094158,755.1683846,0.900801987,-0.694458355,3.081122879,,,,,,
,97.62694255,-0.513045753,755.1683008,0.901000506,-0.694938514,3.081670783,,,,,,
,97.62701316,-0.513103465,755.1682205,0.901257504,-0.695285651,3.083839395,,,,,,
,97.62709016,-0.513161211,755.1681897,0.901334507,-0.69537066,3.086010011,,,,,,
,97.6272418,-0.513435638,755.1681812,0.901377767,-0.695262572,3.088742451,,,,,,
,97.62729675,-0.513634848,755.1681393,0.901511182,-0.695061381,3.090368567,,,,,,
,97.62734689,-0.513834032,755.1680601,0.901741403,-0.694814714,3.091994972,,,,,,
,97.62735484,-0.513662016,755.1679513,0.902207838,-0.694816342,3.089515315,,,,,,
,97.62736436,-0.513490007,755.1678546,0.902749487,-0.694778352,3.087035935,,,,,,
,97.62733032,-0.513430677,755.1677669,0.903237749,-0.69477545,3.087459738,,,,,,
,97.62729502,-0.51337134,755.1676693,0.903798873,-0.694814127,3.087883216,,,,,,
,97.62725887,-0.513311999,755.1675652,0.904546767,-0.694922722,3.088306149,,,,,,
,97.62707866,-0.513344338,755.167469,0.905234175,-0.695203816,3.08701012,,,,,,
,97.62689955,-0.513376682,755.1673813,0.905902452,-0.695564717,3.085713447,,,,,,
,97.62687141,-0.513434053,755.167308,0.906510655,-0.695937574,3.084062997,,,,,,
,97.62693988,-0.51356664,755.1672675,0.907062623,-0.696316622,3.083519386,,,,,,
,97.62710124,-0.513554521,755.1672381,0.907559301,-0.696664925,3.081481971,,,,,,
,97.62746911,-0.513592128,755.1672281,0.907945768,-0.696914129,3.08141147,,,,,,
,97.62783861,-0.513629743,755.1672307,0.908194348,-0.697162256,3.081340974,,,,,,
,97.62783909,-0.513770176,755.1672566,0.908275205,-0.697201756,3.07944129,,,,,,
,97.62756983,-0.513832703,755.1673178,0.908224465,-0.697083984,3.077655903,,,,,,
,97.62730188,-0.513895238,755.167389,0.908047969,-0.696866219,3.075871347,,,,,,
,97.62724731,-0.513783206,755.1674801,0.907726682,-0.696476214,3.074896439,,,,,,
,97.6271939,-0.51367118,755.1675802,0.90728167,-0.695964289,3.073922509,,,,,,
,97.62719001,-0.513333769,755.1676683,0.906771972,-0.695522605,3.073489682,,,,,,
,97.62718428,-0.512996349,755.1677421,0.906283793,-0.695130527,3.073056473,,,,,,
,97.6270896,-0.512803654,755.1678352,0.905830471,-0.69476171,3.074117199,,,,,,
