tag 0 x,tag 0 y,tag 0 z,tag 0 rx,tag 0 ry,tag 0 rz
-119.30927883302546,-0.8964614987268037,902.9911824359147,0.16705031209315357,-0.5111138358897107,2.9072333736300866
-119.30858108876853,-0.8966313288631603,902.99141127989,0.16718206320901233,-0.511531688586009,2.907762342759679
-119.30799346413689,-0.8968385232499877,902.9916444838066,0.16725714788455462,-0.5117257432019379,2.910114892828456
-119.3081797036558,-0.8959270612800004,902.9918598005157,0.16732205886777798,-0.5119090715732282,2.907703150651373
-119.30836104046536,-0.8950155620960895,902.9920380102234,0.16742273239207617,-0.511885246565369,2.905290280264778
-119.30880370634596,-0.893415351427273,902.9922489319173,0.16715499836424016,-0.5114514019591936,2.900572088546052
-119.30812561612768,-0.8931226525183297,902.9924338615159,0.1669696711334634,-0.5113281596257323,2.901474156690102
-119.30745275504184,-0.8928299926235413,902.9926583706037,0.1667278622864382,-0.5112053393908581,2.9023764078484335
-119.30608546304876,-0.8933631030165613,902.9927738228672,0.1667865786608859,-0.5114269629355589,2.903055840178445
-119.30577760725312,-0.8935376392602205,902.9928163184941,0.16707243612034436,-0.5118276747158135,2.9023545489389226
-119.30636330878373,-0.8926328959544347,902.9929268932885,0.1673025165391108,-0.5118012958552378,2.898160293736285
-119.30695376499477,-0.8917281879638147,902.9930734535568,0.167406560662034,-0.5115117710746079,2.8939650625139315
-119.30743070174195,-0.8907860900974311,902.9931899245922,0.1677100908207319,-0.5112712489178239,2.8879456767484917
-119.30831589076243,-0.8906733260545777,902.9933543569401,0.16806894756694066,-0.5107990069232002,2.885202587734632
-119.3091988298331,-0.8905605451738607,902.9935017581288,0.1686164865406837,-0.5102010213696377,2.8824593422188567
-119.30982265799771,-0.8911364931254254,902.993633236173,0.1695785327721195,-0.5093925251197117,2.8820176388545944
-119.30972396313652,-0.8916287155337028,902.9936682789354,0.17094855824037028,-0.5089641726957419,2.881821571334791
-119.30961013620575,-0.892120824832246,902.9935887948404,0.17287078853989915,-0.5089240546561667,2.8816276863519903
-119.31094082685476,-0.8915380320375366,902.9935957255346,0.1747837109480356,-0.5087317898882248,2.8799212055479946
-119.31228230174408,-0.8909553197642173,902.9936842746708,0.17643098575719487,-0.5081701463902549,2.8782129389998685
-119.31272276635784,-0.8914518324474308,902.9936483471344,0.17849499498491883,-0.5080389156080531,2.879993519759627
-119.3131434374375,-0.8917024949511472,902.9935289576032,0.18102284181873954,-0.5084357011323275,2.8817948241020415
-119.31356473375962,-0.8919531620634695,902.9934143009297,0.18368757997265794,-0.5090267789241618,2.883597290208718
-119.3133998371047,-0.8919626166579216,902.9933529741406,0.1860015986780748,-0.5094465592898455,2.88415395317609
-119.313258739581,-0.8919722491704275,902.9934717651456,0.18765331720508496,-0.5096058914413211,2.8847092152168057
-119.31313206873155,-0.8919819895392732,902.9936997413921,0.18882115661741614,-0.5097923890423554,2.8852647027354394
-119.31372725573593,-0.8920754507083646,902.9940191138396,0.18952852942274562,-0.5099078065546048,2.8855760010872777
-119.31377971920563,-0.891202029204453,902.994317586684,0.18994707393864219,-0.5100928004387225,2.8834666267478557
-119.31306943166445,-0.8905776436556602,902.9945428554629,0.1902438292966393,-0.5105410041183049,2.883097089623533
-119.31321776013215,-0.8909995257891751,902.9947807232365,0.1907503474750922,-0.5107498674673627,2.8851899597525352
-119.31338326385662,-0.8914215364651398,902.9951485774156,0.19080874864178773,-0.5106096262748646,2.8872806436158047
-119.31297333787587,-0.8913874061089997,902.9955282306156,0.1905454756693624,-0.5104678391019084,2.8862783607812728
-119.31256702513218,-0.8913533027202216,902.9959352328852,0.18992049687213264,-0.5100094010990424,2.8852742323953073
-119.31234446626966,-0.8907311191806913,902.9962849390495,0.18948049173468764,-0.5098784839948223,2.8822406088666113
-119.31210546103279,-0.890108812464927,902.9965101747697,0.18942683634790464,-0.510182869981423,2.8792093799283265
-119.31165201929477,-0.8901250063983716,902.9965508250574,0.18962767471629458,-0.5110116304640233,2.8793035920938572
-119.31086262179952,-0.8910899199948789,902.9965092518959,0.18989496246925677,-0.511838482671599,2.884428637973089
-119.3106203859098,-0.893021751769232,902.9965221551159,0.1898771895480931,-0.5125055023550507,2.891973743105089
-119.31036408370115,-0.8949534780864842,902.9964285979328,0.19018719714832552,-0.5134646352339187,2.899520352650039
-119.30932354358836,-0.8946118462276369,902.9961439193802,0.19056177313863915,-0.5153752170094499,2.8994768760071357
-119.3082587183332,-0.8942700325510147,902.9956754316778,0.19108657829492262,-0.5180741071631778,2.899437873657976
-119.30861304109234,-0.8950672276646944,902.9953444130621,0.19127062817784135,-0.5199587641365114,2.9028105677911604
-119.30897533256312,-0.8958644820310615,902.995073708189,0.19136798881381414,-0.5216494268145859,2.906181817429026
-119.30934653179496,-0.896661802866762,902.9948704236671,0.1912370489876096,-0.523000683531885,2.909550788511615
-119.30936337598975,-0.896210903710218,902.9947467735938,0.1906855209167413,-0.5237041937553537,2.910073685231861
-119.3095908614926,-0.8951214777670294,902.9947789923058,0.18969205766744282,-0.523793921670274,2.9074708662643647
-119.31027150801529,-0.8938120219273631,902.9948729522927,0.18886517745152095,-0.5238909438177504,2.9010609068742186
-119.31095730127315,-0.8925026043142252,902.9950058638627,0.18825261973756552,-0.5238147072051224,2.8946498033264714
-119.31166538964398,-0.8911933528464278,902.9953075116966,0.18731888478183462,-0.5232436272124742,2.8882357406856825
-119.31291590291438,-0.8909749537436875,902.995799969466,0.18590205060930964,-0.5220120420183433,2.886640490874413
-119.3141896779447,-0.8907567280564654,902.9964684676504,0.18419403466039483,-0.5202122428534834,2.8850422542806773
-119.31378475929311,-0.8909567059893783,902.9970031723319,0.18302051406014927,-0.5188861330754923,2.885824114862297
-119.3133637349397,-0.8911565638684622,902.9974159887499,0.18226632168544005,-0.5177442389576216,2.8866070837220885
-119.31293460275884,-0.8913563613616564,902.9977674458746,0.18173911070820786,-0.5166955254156271,2.8873906461441194
-119.31286394512719,-0.89280441453722,902.9980704419864,0.18137256786561587,-0.5158411270633486,2.8910172894531976
-119.31275552263435,-0.8933050070228333,902.9983502716996,0.18108652697517225,-0.5149374935714509,2.8925613471137765
-119.31250905741786,-0.8930767530324494,902.9984928879669,0.1812506652047627,-0.5144673955228114,2.892885851472738
-119.31193624565273,-0.8940292643432142,902.9985281560753,0.18188869969195334,-0.5144490297178845,2.8958729992475973
-119.31135249198574,-0.8949816936511598,902.9984806116114,0.18306969773442433,-0.5147449244294384,2.898861945778618
-119.3101406141716,-0.8960702711774025,902.9983351131582,0.18452628724141193,-0.5151654610909505,2.902162880481295
-119.30892208819077,-0.8971587983580189,902.9981392946706,0.18597856026988543,-0.5155925728891358,2.9054641964376215
-119.30927619080818,-0.8970139493989773,902.9980295461685,0.18662873033086214,-0.5157418780170017,2.905028852831343
-119.30964371404579,-0.8968692013605427,902.9980213726445,0.1864989634404778,-0.5154222457535806,2.904590868032663
-119.31034288081356,-0.8968294927501199,902.9980737753649,0.18600912851935344,-0.5149494606516888,2.904044898537926
-119.3110533649998,-0.896789869200747,902.9982118326469,0.18520796240726525,-0.5143617068374509,2.903498309434549
-119.31139643435795,-0.8975315900056137,902.9983003933233,0.18454603462596086,-0.5139723443393683,2.9054890739362653
-119.31174482372337,-0.8982733510087638,902.9984292174256,0.18366051842968323,-0.513169605092035,2.9074773515678745
-119.31240892656834,-0.8978342673888978,902.998584914555,0.18251446789758805,-0.512124387490331,2.9068044918669353
-119.31193110543586,-0.8974064306160846,902.9987849184921,0.1811745500772374,-0.5108119357310897,2.9054253238877896
-119.31145198145006,-0.8969785838606142,902.9989750635796,0.1799396937198164,-0.509483344085189,2.9040459326134007
-119.31163582317754,-0.895928889828927,902.9991256452396,0.17882100987725955,-0.5086096534933443,2.9008409196253626
-119.31109536855051,-0.8952573021433947,902.9992094282261,0.1783647757468114,-0.5082516923445924,2.89865204314337
-119.31055126169429,-0.8945856869497228,902.9992655701708,0.17840464563401434,-0.5084221861797867,2.8964658609566003
-119.30972279448133,-0.8944680204311448,902.9992656869238,0.17863199442456337,-0.5088095603279789,2.8945678059387565
-119.30888277953576,-0.8943502673496063,902.9991784037039,0.17895791640933958,-0.5095574106604451,2.892671743985046
-119.30849182611581,-0.8944215591212108,902.9990781883796,0.17920752697842937,-0.5106720514304389,2.890867206887669
-119.30810334247225,-0.8944928693929377,902.9989966652469,0.1793922637061263,-0.511607874592119,2.88906156727236
-119.30771753156881,-0.8945641996914999,902.9989353706452,0.1793356023810832,-0.5123292625536611,2.8872546258467064
-119.30848037627518,-0.8946243335886014,902.9988807136721,0.17888889614699965,-0.5129868785485838,2.8861537737380694
